episode,1,201,401,601,801,1001,1201,1401,1601,1801,2001,2201,2401,2601,2801,3001,3201,3401,3601,3801,4001,4201,4401,4601,4801,5001,5201,5401,5601,5801,6001,6201,6401,6601,6801,7001,7201,7401,7601,7801,8001,8201,8401,8601,8801,9001,9201,9401,9601,9801,10001,10201,10401,10601,10801,11001,11201,11401,11601,11801,12001,12201,12401,12601,12801,13001,13201,13401,13601,13801,14001,14201,14401,14601,14801
norm_ent 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 36,,0.5088681490059752,0.5135873052816312,0.5290910996791532,0.5352092254268433,0.5450047712378577,0.557043386938403,0.5667346505333737,0.5712636704282351,0.574574451294326,0.5764332527011135,0.5800267314870496,0.5818273411170616,0.5829877666485269,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112,0.5833707831799112
norm_ent 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 39,,0.5059402185619983,0.5105684260206759,0.5255816749674463,0.5330037303299648,0.5430784794218536,0.5536319506536183,0.5599863201021281,0.5633427825946662,0.5666637989751091,0.5683527446897112,0.5709544473733706,0.57188590898895,0.5720989496123128,0.5721046698452661,0.5719697978835644,0.5711648455224978,0.5703166778827607,0.5689741996726472,0.5675794154141042,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945,0.5676913381853945
norm_ent 40,,0.5226338709868137,0.522764966152768,0.5315492855867003,0.5462487434032213,0.5493518405985889,0.5651976238071481,0.5759670243084217,0.5789999226671146,0.5802541678276916,0.5829133271652613,0.5844174927476127,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258,0.5854859224025258
norm_ent 41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 49,,0.5062122416453231,0.5277030306140601,0.5352702013607092,0.543098192141442,0.5533943633749583,0.5600624028402714,0.568467100810516,0.5754868416183881,0.5793712834601725,0.5823813164048044,0.5842444420972375,0.5822507509474446,0.5779643835784758,0.5758566985868792,0.5748643683457886,0.5709280354464409,0.5700157913699937,0.5662710599502805,0.5609545980760776,0.561682445926626,0.5580702274371339,0.5554275419394601,0.5525234060998078,0.5491091844648168,0.5461410594308778,0.5437299575956128,0.5413324166545689,0.5385939143923903,0.5359724298312301,0.5334474729714404,0.5311052204715627,0.5292080722980602,0.5267413651489583,0.524414543940977,0.5222162695456032,0.5204073500354862,0.518698139874263,0.5169073920945774,0.5150690892375726,0.5134546052053715,0.5120952905765492,0.5105289377451359,0.5088657626704526,0.5073519209306145,0.5056825520698828,0.5041229622835032,0.5028359751769733,0.5016742342880812,0.5002571700199598,0.4991175329537682,0.49790681350463106,0.49687151910420224,0.4955006437048895,0.4944664542751441,0.49342764111008103,0.4924147542592479,0.49132781923810775,0.4902572374015944,0.4892748046886191,0.48828372473367876,0.4873485544736576,0.4864376865154196,0.4856223169583512,0.48476630178607627,0.483927853392053,0.48306182406786696,0.4822100183266734,0.48139802772428764,0.481058412143371,0.4804079504656622,0.4796675347119921,0.4789477074863894,0.47823125091404517,0.47751506666017546
norm_ent 50,,0.5139449822230017,0.5285356442047318,0.5378227573479203,0.5434810048258987,0.550677726254464,0.561388176655536,0.5698610501580303,0.575795545140695,0.5794978707482479,0.5838071654564831,0.5853651256748402,0.5848370635877939,0.5842883314003113,0.5815274451471545,0.5798553033798829,0.5741620155853084,0.5725911342132677,0.5675286554312723,0.560601256166375,0.5614833358799248,0.557180163060342,0.5539708628358276,0.5505126318320275,0.5464947100950404,0.5431257331256908,0.5402961083265628,0.537714476362903,0.534714020618297,0.5318232385108431,0.5290846558609483,0.5264884815537882,0.524488749369768,0.5218293997036921,0.5194053037189779,0.517144114870254,0.5153070909480482,0.5136139938044428,0.5117600458745042,0.5098246178204844,0.5082773865125101,0.5069706917901246,0.5053823200068895,0.5036977249654345,0.5021798574659603,0.5004743590021673,0.4988525823803186,0.49760231016923406,0.496521637799774,0.49509678163401283,0.49398781575704687,0.4927838173133208,0.49175210499220845,0.4903714642495931,0.4893490079854092,0.48827874601815136,0.487234810569345,0.48615427301626424,0.48509437077617606,0.4841110994527431,0.48314232208976426,0.48222118664048735,0.48132703995933185,0.48049644077777826,0.47965839738166255,0.47883685014969724,0.4779730854457016,0.47714416995157866,0.47635945727586565,0.4760188576315895,0.4753846812418791,0.47467588129521376,0.47397259615869036,0.4732738048025397,0.47257146282044843
norm_ent 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 53,,0.502438208543926,0.523237225456276,0.534208237715976,0.5406544353851755,0.5525459198909805,0.5598004648001804,0.5694672197582729,0.5753689186894312,0.5792104473780528,0.5824846201490077,0.5843417905039542,0.5832923437481802,0.5806662212106003,0.5793914034858816,0.5784826845218937,0.5754478469043467,0.5746231693844468,0.5715887179181246,0.567101414744264,0.5675745820398492,0.5644319983367214,0.5620971666045476,0.5594848453319228,0.5564050084368029,0.5536184869335173,0.5514569843859428,0.549166523494465,0.5465616083569033,0.5440331808014791,0.5416101307490144,0.5392832970021787,0.5373674922409754,0.5349181078727349,0.5326654153636636,0.5305244800386613,0.528713113357275,0.5270130470854512,0.52523998349892,0.5233993502505495,0.5217560756417166,0.520396095594108,0.5188444579272634,0.5171586165255837,0.5156087601167209,0.5139231157484568,0.5123300557510286,0.5110507141776582,0.5099069283748641,0.5084691612337189,0.5072701326474821,0.5060121880019673,0.5049524156475733,0.5035540513836047,0.5025021212107901,0.5013964787308827,0.5003192446619857,0.49920356376503305,0.49810514001193257,0.4970707349133309,0.4960469154350395,0.4950641290507115,0.4941232925329026,0.49324027115205316,0.4923204972874194,0.4914301249655315,0.490537347098301,0.4896324958160018,0.4887897738540178,0.4883128979646977,0.4875913145509938,0.4868087727310379,0.4860411715689859,0.48527721103817345,0.48451453443690506
norm_ent 54,,0.5056902132786822,0.5236193191004289,0.5351574111357947,0.540950256176047,0.5514877612814396,0.5624621426776111,0.5701352347701693,0.5754386548320701,0.5793944100432521,0.5828626824231463,0.5854131200398401,0.584754207697646,0.5827257490997374,0.5814310512929034,0.5805441414559086,0.5767162422742681,0.5756406470270259,0.5720502851074946,0.5666166340794775,0.5672579623935103,0.5634592869320912,0.5608386174263525,0.5578634032956423,0.5542737634837097,0.5512511700746824,0.548713892701188,0.546213740319453,0.5434076007865407,0.5406608393060869,0.538025352155031,0.5355469908128547,0.5335920322670122,0.5310388833294222,0.5287003127228835,0.5264554566982177,0.5245853509583814,0.5228417086634933,0.5210262973137404,0.5191489058139258,0.5175354030078515,0.5162308591007263,0.5146464656840369,0.5129295722683007,0.5113668971777767,0.5096333768693738,0.5080211126115253,0.5067338329044637,0.5056263285761965,0.5041782637306068,0.5029288492085956,0.5016847307643856,0.5006460551826792,0.49924725936297765,0.49817762496225365,0.4970808419035452,0.4960150925448673,0.494887953882808,0.4937648748654603,0.4927115507938267,0.49170131597835187,0.49074488985412945,0.4898108012982181,0.48895633705134545,0.4880657857954971,0.4871936571990142,0.4863271897379794,0.48544899682374665,0.484625546094322,0.4842201806961952,0.483485001869481,0.48268895439751686,0.48190305153202095,0.48112120512180684,0.4803475399375021
norm_ent 55,,0.5078591252636393,0.52598807127528,0.5357612970710656,0.541126572139378,0.5514526036672447,0.5625786786981525,0.5694362950927518,0.5755086140025973,0.5799561057565413,0.5834172123533304,0.5851134858530908,0.5864743601401445,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056,0.5862992628038056
norm_ent 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
norm_ent 58,,0.44328700522255005,0.48268799717379224,0.4929360182847947,0.504165655735832,0.5165346118454764,0.5243297765264385,0.5320454933243324,0.539917336387482,0.5437834893953228,0.5492564873854372,0.5505410951652743,0.548946020517604,0.5457723920472117,0.5443054895127891,0.5432335789807702,0.5399566053227137,0.5394166249476064,0.5363301302174146,0.5312884103582844,0.5317330789067382,0.5283709062509544,0.5259816927753679,0.5231178454158056,0.5196616677505279,0.5166289972057009,0.5141235654667524,0.5115898992662796,0.5086867689276832,0.50583698463457,0.5030289371933551,0.5003995482871214,0.49830333004353483,0.49549163069681246,0.4929366096004247,0.4904457925866277,0.4883384133296959,0.4863952927227873,0.4843112260611006,0.4821512483551303,0.48026731022813524,0.4786748071862424,0.4768310251608313,0.47486533235346795,0.4730600132176259,0.47106835493567767,0.4691893569587887,0.4676368224596685,0.4662612256588428,0.4645479010509764,0.4631188652870854,0.46160851404279835,0.46031564332977853,0.4586452757379498,0.4573690898048551,0.45604426045772445,0.45475205445297884,0.4534101660948877,0.4520838306500025,0.45084173800318195,0.44961466999895366,0.4484362602543788,0.44729448668004795,0.4462569567739709,0.4451600538098166,0.4440880944378923,0.4430127396449742,0.4419331019984167,0.44091049368664603,0.44025447197267714,0.43935837797880545,0.4384102291362221,0.4374750498710978,0.4365455403050745,0.4356177251779359
norm_ent 59,,,,,,,,,,,,,,,0.5235150419907588,0.5216069124032371,0.5153989086095162,0.5149083218570578,0.5101118494336928,0.5023012023750127,0.5039114406994215,0.4994815225518486,0.49682948109963543,0.49350099566359307,0.4893769073493136,0.48602335870922553,0.48338462861117665,0.4808130333988843,0.4777560404441742,0.4747681851351893,0.47187085886443353,0.4691586051628537,0.4672180125825903,0.4643486363874982,0.46181003357285944,0.45937633428195507,0.45742484695982216,0.45569109684215353,0.4537656961623212,0.45173836312778176,0.4501357380449913,0.4488654044474227,0.4472134323274715,0.44543254071099453,0.4438509048802932,0.4420009874787521,0.44028908706611136,0.438962189906175,0.4378596287376777,0.436322810176594,0.43511676190318493,0.43381500171781606,0.43276621445262864,0.4312690624404429,0.4302036653341828,0.42908164658713266,0.42800301467559476,0.42683332227208115,0.4256839870083561,0.42463134956725535,0.42359314162562733,0.42262004954729565,0.42167672178098625,0.42081685161200577,0.4199102871706688,0.41901972790068975,0.4181277708920516,0.4172387830402637,0.4164023535104995,0.41594936678326533,0.4152300559624072,0.41445183928839463,0.4136836616281954,0.4129160706068595,0.4121464581158009
norm_ent 60,,,,,,,,,,,,,,,,,,,,,0.46140201472821424,0.457659786550928,0.45687043754815354,0.4546277776861296,0.45098905333913136,0.44853923434729354,0.44695592369155934,0.44535888572866766,0.4429094042744227,0.4405958651394552,0.438246437345568,0.43613854683167746,0.4350094861468781,0.4325447682145902,0.43046255355580215,0.42848214479575064,0.42712429738353974,0.42595982193539,0.42451801629947333,0.42291413365817776,0.42178327358986667,0.4210499799251567,0.4198108813436403,0.4183971380995039,0.4172129636495074,0.415676318267317,0.4143004079642475,0.41334917575706076,0.4126087529308996,0.4113921359852286,0.41053339854787324,0.4095455396788281,0.40884204547353753,0.40760373828547314,0.4068571758078958,0.40603848169188783,0.4052440146083244,0.40436637413836657,0.4034668677348162,0.4026796843124384,0.40190528795340413,0.4011820540640995,0.4004834045367346,0.3998839696124674,0.3992141450889645,0.3985534628060165,0.3978782872028899,0.39720294115198435,0.39657391914591933,0.39638070164047845,0.3958695242017876,0.3952823147843254,0.394697246291523,0.3941111261790846,0.3935179311722598
norm_ent 61,,0.44369181057415485,0.48285604462698756,0.4931533478743733,0.5042761566599827,0.5165229281676247,0.5244741223746476,0.5322054554881733,0.5402242723079996,0.5442099005628961,0.5497400227477767,0.5510484207438808,0.5495154169115454,0.546425283007559,0.5449535734980585,0.5437590174071271,0.5404863220836564,0.5398618522907335,0.5367854106691828,0.531734706334845,0.5321324429996214,0.5287887806884018,0.5264226281478342,0.5235817336179529,0.520148367505424,0.5171674676471362,0.5146598843847631,0.5121218401044283,0.5092480776890763,0.5063948881077991,0.5035917446276074,0.5009557193997457,0.49885734112819513,0.49606285248944565,0.49349686064000786,0.49101388423001163,0.48893423451984175,0.48693642002761556,0.484854597445207,0.4827105730542543,0.48085595296651007,0.4793003090089348,0.4774500917178709,0.4754880231323859,0.4736953669426086,0.4717072405924001,0.4698368778648345,0.46828773077393215,0.46692939850243054,0.4652227985698729,0.4637792842040373,0.462267745228347,0.46097596267159285,0.45932104552751574,0.4580461533854752,0.456722822413856,0.4554367966623968,0.45410105165644143,0.4527764092478917,0.45153107325211356,0.45030160635793137,0.44912988569731077,0.4479935805593537,0.44694834995796606,0.44584738799996687,0.44477428177951006,0.44369932945543056,0.4426324051698584,0.44161617998295,0.4409488243851849,0.44005506559145724,0.4391075619972565,0.43816991989570614,0.4372408494190419,0.4363141455119314
norm_ent 62,,,0.42011745874071815,0.4299947810317087,0.44173519336928646,0.45416943721559233,0.46144544458252407,0.469031537271591,0.47790330497831107,0.48254668255906563,0.4890926904230555,0.4907902897631167,0.48959611386266816,0.48681849656741155,0.485750733408614,0.48475072617459825,0.4816877097990143,0.48142184556009726,0.4786135574277161,0.47360774721621546,0.4740690222564628,0.4708936666993984,0.46887740613292167,0.4662172964203645,0.46293636271321875,0.4601342299850605,0.45776039193255647,0.4554048935729014,0.45264106914936847,0.4499153956207883,0.44721646054743813,0.4446691198338797,0.4427189273744407,0.4400057852626466,0.43754988332384237,0.4351546743780726,0.4331451361302528,0.4312810433702408,0.42928252524501814,0.42721192979689804,0.4254655105386198,0.42400550266050246,0.4222229674827173,0.4203507471268443,0.4186553125089967,0.41672755144348156,0.41492530300888236,0.41342849165753504,0.4121078590130221,0.4104597630093518,0.40907294525649984,0.407609492250308,0.40637068676763977,0.40476865594476236,0.40353098639105855,0.4022508738017997,0.4010113478150906,0.39971633752766006,0.3984328336348074,0.3972347214658742,0.3960579513944431,0.3949286100620101,0.39383321505150587,0.392834463655116,0.3917793363144213,0.390738803395137,0.38970247395275975,0.3886736269080167,0.38769361007366315,0.3870254368515113,0.3861520577211116,0.3852345893523891,0.38432982980148345,0.3834305489371556,0.38253487802963737
